FromCouponDate;ToCouponDate;NumberOfCoupons;InitialPrice;PriceAfterDiscount;NameOfBusiness;Category;Keywords;Area;ProminentInNewsletter;ExtraDeal;RequiresPhysicalVisit;MultipleStores;LatinName;PopularBrand;MaxCouponsPerPerson;MaxNumCouponsWithSameName;MinCoupons;Address;GeographicalArea;Video;BottomImage;PhoneReservation;ValidForSaturdays;ValidForSundays;ValidForEveryWeekday;ValidWithoutTimeExceptions;OnePersonCoupon;ExtraDiscounts;ComboDeal;Has Options;NumberOfVisits;DealStartDate;DealEndDate;Location;Amount;AmountPerDay;Discount;CouponDuration;WeekendDeal;Month;MonthAvg;Normalized;ID;RoundedDiscount;RoundedPrice;RoundedCouponDuration;HasFewerCouponsOnSameNameThanCanBuy;URL;DaysForActivation;QuantizedDealsForActivation
13/8/10 0:00;13/8/10 23:59;153;150;25;Fitstudio;Gym / Exercise / Fit;;;Yes;No;No;Yes;Yes;No;3;3;10;HOME;HOME;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Multiple;23/8/2010;31/3/2011;Athens;3825;3825,00;0,83;221;No;8;4547;0,841213987;8_13_Fitstudio_Athens_No;0,80;25;4;No;http://www.goldendeals.gr/deals/25euros-fitstudio;9;5
14/8/10 0:00;15/8/10 23:59;2;624;373;Capsis Hotel Rhodes + ANEK;Leisure;Vacations;;Yes;No;Yes;No;Yes;Yes;2;;10;Ρόδος;9;No;No;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;Multiple;23/8/2010;15/10/2010;Athens;0;0,00;0,40;54;Yes;8;1501;0;8_14_Capsis Hotel Rhodes + ANEK_Athens_No;0,40;375;1;Yes;http://www.goldendeals.gr/deals/373euros-capsis-hotel-rhodes;7;5
16/8/10 0:00;16/8/10 23:59;2;100;50;Venti;Leisure;night club;;Yes;No;Yes;No;Yes;No;4;;10; Ψυρρή;1;No;No;Yes;No;Yes;Yes;Yes;Yes;No;No;Yes;Single;24/8/2010;31/12/2010;Athens;0;0,00;0,50;130;No;8;4547;0;8_16_Venti_Athens_No;0,60;50;3;Yes;http://www.goldendeals.gr/deals/60euros-venti;7;5
17/8/10 0:00;17/8/10 23:59;43;53;18;G&G Beauty;Beauty;;;Yes;No;Yes;No;Yes;No;4;4;10;Κερατσίνι;5;No;No;Yes;Yes;No;Yes;Yes;Yes;No;;;Single;19/8/2010;31/12/2010;Athens;774;774,00;0,66;135;No;8;4547;0,170222124;8_17_G&G Beauty_Athens_No;0,60;20;3;No;http://www.goldendeals.gr/deals/18euros-gandg-beauty;1;1
19/8/10 0:00;19/8/10 23:59;42;62;13;ols on line solutions;Products;Computer support;;Yes;No;Yes;No;Yes;No;4;4;10;HOME;HOME;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Single;20/8/2010;31/12/2010;Athens;546;546,00;0,79;134;No;8;4547;0,120079173;8_19_ols on line solutions_Athens_No;0,80;15;3;No;http://www.goldendeals.gr/deals/13euros-onlinesolutions;0;0
20/8/10 0:00;20/8/10 23:59;239;36,25;17;Bufallo Bill's;Tasting;Non-Greek;;Yes;No;Yes;No;Yes;No;4;4;15;Γλυφάδα ;3;No;No;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Single;23/8/2010;30/11/2010;Athens;4063;4063,00;0,53;100;No;8;4547;0,893556191;8_20_Bufallo Bill's_Athens_No;0,60;15;2;No;http://www.goldendeals.gr/deals/17euros-buffalo-bills;2;2
21/8/10 0:00;23/8/10 23:59;46;15;5;Atlantis Sports Club;Gym / Exercise / Fit;;;No;Yes;Yes;No;Yes;No;5;4;10;Παλλήνη;6;No;No;Yes;Yes;Yes;No;No;Yes;No;;;Single;25/8/2010;31/12/2010;Athens;230;76,68;0,67;129;Yes;8;1116;0,068713636;8_21_Atlantis Sports Club_Athens_Yes;0,60;5;3;Yes;http://www.goldendeals.gr/deals/5euros-atlantis;1;1
21/8/10 0:00;23/8/10 23:59;1138;156;10;Adventure Park;Family Activities / Kid;;;Yes;No;Yes;No;Yes;No;2;2;10;Μαλακάσα;6;No;No;Yes;Yes;Yes;No;Yes;Yes;No;;;Single;25/8/2010;31/12/2010;Athens;11380;3794,21;0,94;129;Yes;8;1501;2,527789223;8_21_Adventure Park_Athens_No;1,00;10;3;No;http://www.goldendeals.gr/deals/10euros-adventure-park;1;1
24/8/10 0:00;24/8/10 23:59;512;50;25;Bohemia;Tasting;Non-Greek;;Yes;No;Yes;No;Yes;No;2;2;20;Αμπελόκηποι ;1;No;Yes;Yes;No;Yes;No;Yes;Yes;No;;;Single;26/8/2010;31/10/2010;Athens;12800;12800,00;0,50;67;No;8;4547;2,815042885;8_24_Bohemia_Athens_No;0,60;25;1;No;http://www.goldendeals.gr/deals/25euros-bohemia;1;1
25/8/10 0:00;25/8/10 23:59;387;25;10;Κέντρο Ιππασίας Μαραθώνα;Family Activities / Kid;;;Yes;No;Yes;No;No;No;2;2;10;Μαραθώνας ;6;No;No;Yes;Yes;Yes;No;Yes;Yes;No;;;Single;27/8/2010;25/11/2010;Athens;3870;3870,00;0,60;91;No;8;4547;0,851110622;8_25_Κέντρο Ιππασίας Μαραθώνα_Athens_No;0,60;10;2;No;http://www.goldendeals.gr/deals/10euros-keim;1;1
24/8/10 0:00;25/8/10 23:59;323;227;11,9;Light Life;Gym / Exercise / Fit;;;No;Yes;Yes;No;Yes;No;7;1;10;Περιστέρι;4;No;No;Yes;No;No;Yes;Yes;Yes;No;;;Multiple;27/8/2010;31/12/2010;Athens;3843,7;1922,52;0,95;127;No;8;1116;1,722685968;8_24_Light Life_Athens_Yes;1,00;10;3;Yes;http://www.goldendeals.gr/deals/11.90euros-lightlife;1;1
26/8/10 0:00;26/8/10 23:59;314;140;25;Lillian;Gym / Exercise / Fit;;;Yes;No;Yes;No;Yes;No;4;1;10;Αγία Παρασκευή ;6;No;No;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Multiple;10/9/2010;10/1/2011;Athens;7850;7850,00;0,82;123;No;8;4547;1,72641302;8_26_Lillian_Athens_No;0,80;25;3;Yes;http://www.goldendeals.gr/deals/25euros-lillian-dance-school;14;5
26/8/10 0:00;27/8/10 23:59;80;46;20;Crowne Plaza;Tasting;Non-Greek;;No;Yes;Yes;No;Yes;Yes;100;100;10;Ιλίσια;1;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Single;31/8/2010;30/9/2010;Athens;1600;800,28;0,57;31;No;8;1116;0,717094869;8_26_Crowne Plaza_Athens_Yes;0,60;20;1;No;http://www.goldendeals.gr/deals/20euros-crowne-plaza;3;3
27/8/10 0:00;27/8/10 23:59;340;60;10;Pearl Beauty & Spa;Beauty;;;Yes;No;Yes;No;Yes;No;2;2;10;Γλυκά Νερά ;6;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;;;Single;31/8/2010;30/9/2010;Athens;3400;3400,00;0,83;31;No;8;4547;0,747745766;8_27_Pearl Beauty & Spa_Athens_No;0,80;10;1;No;http://www.goldendeals.gr/deals/10euros-pearl-beauty-and-spa;3;3
28/8/10 0:00;30/8/10 23:59;64;441;75;Art of Hair;Beauty;Hair Salon;;Yes;No;Yes;No;Yes;No;100;1;10;Μελίσσια ;2;No;No;Yes;No;No;No;Yes;Yes;No;;;Multiple;2/9/2010;30/4/2011;Athens;4800;1600,37;0,83;241;Yes;8;1501;1,066202836;8_28_Art of Hair_Athens_No;0,80;75;4;Yes;http://www.goldendeals.gr/deals/75euros-art-of-hair;2;2
28/8/10 0:00;30/8/10 23:59;214;15;6;Jumicar;Family Activities / Kid;;;No;Yes;Yes;No;Yes;No;4;4;20;Νέα Μάκρη ;6;No;No;No;Yes;Yes;No;No;Yes;No;;;Single;4/9/2010;4/12/2010;Athens;1284;428,10;0,60;92;Yes;8;1116;0,383601341;8_28_Jumicar_Athens_Yes;0,60;5;2;No;http://www.goldendeals.gr/deals/6euros-jumi-car;4;4
31/8/10 0:00;31/8/10 23:59;173;60;15;Red Gym;Gym / Exercise / Fit;;;Yes;No;Yes;No;Yes;No;100;100;20;Στάδιο Γ. Καραϊσκάκης (Θύρα 15-17), Νέο Φάληρο;5;No;No;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Single;2/9/2010;31/12/2010;Athens;2595;2595,00;0,75;121;No;8;4547;0,57070596;8_31_Red Gym_Athens_No;0,80;15;3;No;http://www.goldendeals.gr/deals/15euros-red-gym;1;1
31/8/10 0:00;1/9/10 23:59;392;24;12;Mercatino;Tasting;Non-Greek;;No;Yes;Yes;No;Yes;No;10;10;20;Πειραιάς ;5;No;Yes;Yes;No;No;Yes;Yes;Yes;No;;;Single;3/9/2010;30/11/2010;Athens;4704;2352,82;0,50;89;No;8;3967;0,59309729;8_31_Mercatino_Athens_Yes;0,60;10;2;No;http://www.goldendeals.gr/deals/12euros-il-mercatino;1;1
1/9/10 0:00;1/9/10 23:59;576;17,9;8,95;Αγαπητός;Tasting;Pastries;;Yes;No;Yes;Yes;No;No;4;4;30;Σύνταγμα;1,2;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;;;Single;3/9/2010;3/10/2010;Athens;5155,2;5155,20;0,50;31;No;9;14148;0,36437659;9_1_Αγαπητός_Athens_No;0,60;10;1;No;http://www.goldendeals.gr/deals/8.95euros-agapitos;1;1
1/9/10 0:00;3/9/10 23:59;320;6,5;1,5;Αγαπητός;Tasting;Pastries;;Yes;No;Yes;Yes;No;No;2;2;30;Τσιμισκή 10, Πλατεία Αριστοτέλους 8,  Ελ. Βενιζέλου 26, Καλαμαριά, Εμπ. Κέντρο Med. Cosmos, Κομνηνών 3, Πανόραμα, Πλατεία Ευόσμου, Τομπάζη 5, Πυλαία ;12;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;;;Single;7/9/2010;7/10/2010;Thessaloniki;480;160,04;0,77;31;No;9;582;0,274977742;9_1_Αγαπητός_Thessaloniki_No;0,80;0;1;No;http://www.goldendeals.gr/deals/1.5euros-agapitos;3;3
2/9/10 0:00;2/9/10 23:59;128;54;17;Ice Hair Lab;Beauty;Hair Salon;;Yes;No;Yes;No;Yes;No;4;1;15;Χαλάνδρι ;2;No;No;Yes;No;No;Yes;Yes;Yes;No;;;Single;4/9/2010;28/2/2011;Athens;2176;2176,00;0,69;178;No;9;14148;0,153802658;9_2_Ice Hair Lab_Athens_No;0,60;15;4;Yes;http://www.goldendeals.gr/deals/17euros-ice-hair-lab;1;1
2/9/10 0:00;3/9/10 23:59;479;100;8;Vita Plus;Beauty;;;No;Yes;Yes;Yes;Yes;No;10;4;10;Χαλκίδα;2,13;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;;;Single;7/9/2010;31/3/2011;Athens;3832;1916,67;0,92;206;No;9;1588;1,206968205;9_2_Vita Plus_Athens_Yes;1,00;10;4;Yes;http://www.goldendeals.gr/deals/8euros-vita-plus;3;3
3/9/10 0:00;3/9/10 23:59;53;44;22;Μαγεμένος Αυλός;Tasting;Greek;;Yes;No;Yes;No;No;No;4;4;20;Αμύντα 4, Παγκράτι;1;No;Yes;Yes;No;Yes;Yes;Yes;Yes;No;;;Single;7/9/2010;7/11/2010;Athens;1166;1166,00;0,50;62;No;9;14148;0,082414476;9_3_Μαγεμένος Αυλός_Athens_No;0,60;20;1;No;http://www.goldendeals.gr/deals/22euros-magemenos-avlos;3;3
4/9/10 0:00;6/9/10 23:59;299;45;9;C + Beauty;Beauty;;;Yes;No;Yes;No;Yes;No;2;1;20;;12;No;No;Yes;No;No;Yes;Yes;Yes;No;;;Single;8/9/2010;31/1/2011;Thessaloniki;2691;897,21;0,80;146;Yes;9;416;2,156749248;9_4_C + Beauty_Thessaloniki_No;0,80;10;3;Yes;http://www.goldendeals.gr/deals/9euros-c-beauty;1;1
4/9/10 0:00;6/9/10 23:59;80;125;25;Came Photography;Family Activities / Kid;;;Yes;No;Yes;No;Yes;No;1;1;10;Γλυκά Νερά;6;No;No;Yes;Yes;No;Yes;Yes;Yes;Yes;;;Single;8/9/2010;8/12/2010;Athens;2000;666,82;0,80;92;Yes;9;4736;0,140798358;9_4_Came Photography_Athens_No;0,80;25;2;No;http://www.goldendeals.gr/deals/25euros-came-photography;1;1
4/9/10 0:00;6/9/10 23:59;139;22;9;Family Luna Park;Family Activities / Kid;;;No;Yes;Yes;No;Yes;No;100;100;10;Λεωφ. Μαραθώνος Ο.Τ. 640,Νέα Μάκρη ;6;No;No;No;Yes;Yes;Yes;Yes;Yes;No;;;Single;8/9/2010;31/12/2010;Athens;1251;417,10;0,59;115;Yes;9;3867;0,107860499;9_4_Family Luna Park_Athens_Yes;0,60;10;3;No;http://www.goldendeals.gr/deals/8euros-family-luna-park;1;1
7/9/10 0:00;7/9/10 23:59;464;49;24,5;Τα κατσαρολάκια;Tasting;Greek;;Yes;No;Yes;No;No;No;100;100;10;Ακτή Μουτσοπούλου 21, Πασαλιμάνι, Πειραιάς;5;No;Yes;Yes;No;No;Yes;Yes;No;No;;;Single;9/9/2010;30/11/2010;Athens;11368;11368,00;0,50;83;No;9;14148;0,803505796;9_7_Τα κατσαρολάκια_Athens_No;0,60;25;2;No;http://www.goldendeals.gr/deals/24.5euros-ta-katsarolakia;1;1
7/9/10 0:00;8/9/10 23:59;30;260;25;Ξένες Γλώσσες Όμηρος;Education / Learning;;;No;Yes;Yes;Yes;No;No;4;1;20;Λεωφ. Μαραθώνος 46, Παλλήνη, Πεντέλης 1, Αγία Παρασκευή ;6;No;No;No;Yes;No;Yes;Yes;Yes;Yes;;;Multiple;10/9/2010;15/1/2011;Athens;750;375,13;0,90;128;No;9;1588;0,236228119;9_7_Ξένες Γλώσσες Όμηρος_Athens_Yes;1,00;25;3;Yes;http://www.goldendeals.gr/deals/25euros-omiros;1;1
7/9/10 0:00;8/9/10 23:59;72;38;16;La Place Mignone;Tasting;Non-Greek;;Yes;No;Yes;No;Yes;No;4;4;20;Εθνικής Αμύνης 4, Θεσσαλονίκη;12;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Single;10/9/2010;15/10/2010;Thessaloniki;1152;576,20;0,58;36;No;9;582;0,990034484;9_7_La Place Mignone_Thessaloniki_No;0,60;15;1;No;http://www.goldendeals.gr/deals/16euros-la-place-mignone;1;1
8/9/10 0:00;8/9/10 23:59;1175;95;14;Eternal Beauty;Beauty;;;Yes;No;Yes;No;Yes;No;4;2;20;Σίνα 17 και Σκουφά, Κολωνάκι;1;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Single;10/9/2010;8/12/2010;Athens;16450;16450,00;0,85;90;No;9;14148;1,16270851;9_8_Eternal Beauty_Athens_No;0,80;15;2;Yes;http://www.goldendeals.gr/deals/14euros-eternal-beauty;1;1
9/9/10 0:00;9/9/10 23:59;2497;69;10;Villa Lima;Beauty;;;Yes;No;Yes;No;Yes;No;2;1;10;Κυριαζή 6-8, Κηφισιά;2;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Single;11/9/2010;11/6/2011;Athens;24970;24970,00;0,86;274;No;9;14148;1,764913769;9_9_Villa Lima_Athens_No;0,80;10;4;Yes;http://www.goldendeals.gr/deals/10euros-villa-lima;1;1
9/9/10 0:00;10/9/10 23:59;157;60;23;Sea Breaze;Gym / Exercise / Fit;;;No;Yes;Yes;No;Yes;No;100;2;20;Ρήγα Φερραίου 32, Μοσχάτο;5;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Single;14/9/2010;30/6/2011;Athens;3611;1806,13;0,62;290;No;9;1588;1,137359652;9_9_Sea Breaze_Athens_Yes;0,60;25;4;Yes;http://www.goldendeals.gr/deals/23euros-sea-breaze;3;3
9/9/10 0:00;10/9/10 23:59;69;60;9;Giota Firfiri;Gym / Exercise / Fit;;;Yes;No;Yes;No;Yes;No;2;1;20;Μητροπόλεως 60, 1ος όροφος, Θεσσαλονίκη;12;No;No;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Multiple;14/9/2010;28/2/2011;Thessaloniki;621;310,61;0,85;168;No;9;582;0,533690464;9_9_Giota Firfiri_Thessaloniki_No;0,80;10;3;Yes;http://www.goldendeals.gr/deals/9euros-power-plate;3;3
10/9/10 0:00;10/9/10 23:59;430;46;21;Whispers of Wine;Tasting;Non-Greek;;Yes;No;Yes;No;Yes;No;2;1;40;Αγίου Κωνσταντίνου 48, Μαρούσι;2;No;No;Yes;Yes;No;Yes;Yes;Yes;No;;;Single;15/9/2010;15/12/2010;Athens;9030;9030,00;0,54;92;No;9;14148;0,638252757;9_10_Whispers of Wine_Athens_No;0,60;20;2;Yes;http://www.goldendeals.gr/deals/21euros-whispers-of-wine;4;4
11/9/10 0:00;13/9/10 23:59;28;45;19;Μουσικό Εργαστηράκι;Family Activities / Kid;;;Yes;No;Yes;No;No;No;4;2;20;Πανδώρας 54, Γλυφάδα;3;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Multiple;15/9/2010;31/10/2010;Athens;532;177,37;0,58;47;Yes;9;4736;0,037452363;9_11_Μουσικό Εργαστηράκι_Athens_No;0,60;20;1;Yes;http://www.goldendeals.gr/deals/19euros-mousiko-ergastiraki;1;1
11/9/10 0:00;13/9/10 23:59;224;1000;150;Athens Med Spa;Beauty;;;No;Yes;Yes;No;Yes;No;4;2;10;Ελευθερίου Βενιζέλου 156, Καλλιθέα, 5ος όροφος;1;No;No;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Multiple;15/9/2010;31/12/2011;Athens;33600;11202,59;0,85;473;Yes;9;3867;2,896972638;9_11_Athens Med Spa_Athens_Yes;0,80;150;4;Yes;http://www.goldendeals.gr/deals/150euros-athens-med-spa;1;1
11/9/10 0:00;13/9/10 23:59;149;37;10;Pola & Art;Beauty;;;Yes;No;Yes;No;Yes;No;2;1;20;Λασσάνη 6,Θεσσαλονίκη;12;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No;;;Single;15/9/2010;30/11/2010;Thessaloniki;1490;496,78;0,73;77;Yes;9;416;1,194186689;9_11_Pola & Art_Thessaloniki_No;0,80;10;1;Yes;http://www.goldendeals.gr/deals/10euros-pola-and-art;1;1
14/9/10 0:00;14/9/10 23:59;320;33,8;16,9;Mystic Pizza;Tasting;Non-Greek;;Yes;No;Yes;No;Yes;No;2;1;20;Κουκάκι;1;No;Yes;Yes;Yes;Yes;Yes;Yes;No;No;;;Single;16/9/2010;30/11/2010;Athens;5408;5408,00;0,50;76;No;9;14148;0,38224484;9_14_Mystic Pizza_Athens_No;0,60;15;1;Yes;http://www.goldendeals.gr/deals/16.90euros-mystic-pizza;1;1
15/9/10 0:00;15/9/10 23:59;41;50;12;Blue Gym;Gym / Exercise / Fit;;;No;Yes;Yes;No;Yes;No;6;6;20;Περιστέρι;4;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Multiple;17/9/2010;15/12/2010;Athens;492;492,00;0,76;90;No;9;1588;0,309823678;9_15_Blue Gym_Athens_Yes;0,80;10;2;No;http://www.goldendeals.gr/deals/12euros-blue-gym;1;1
15/9/10 0:00;15/9/10 23:59;906;147;33;Kokkinos Cars;Products;car wash;;Yes;No;Yes;No;Yes;No;2;2;10;Μεταμόρφωση;2;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No;;;Single;17/9/2010;31/3/2011;Athens;29898;29898,00;0,78;196;No;9;14148;2,113231552;9_15_Kokkinos Cars_Athens_No;0,80;35;4;No;http://www.goldendeals.gr/deals/33euros-kokkinos-cars;1;1
16/9/10 0:00;16/9/10 23:59;620;23;5;Mini Sports Club;Family Activities / Kid;;;Yes;No;Yes;No;Yes;No;4;4;10;Πειραιάς;5;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;;;Single;18/9/2010;31/12/2010;Athens;3100;3100,00;0,78;105;No;9;14148;0,219112242;9_16_Mini Sports Club_Athens_No;0,80;5;2;No;http://www.goldendeals.gr/deals/5euros-mini-sports-club;1;1
17/9/10 0:00;17/9/10 23:59;1521;20;10;Adrenaline Paintball;Outdoor Activities;;;Yes;No;Yes;No;Yes;No;100;100;20;Κορωπί;6;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Single;21/9/2010;31/12/2010;Athens;15210;15210,00;0,50;102;No;9;14148;1,075063613;9_17_Adrenaline Paintball_Athens_No;0,60;10;2;No;http://www.goldendeals.gr/deals/10euros-adrenaline-paintball;3;3
16/9/10 0:00;17/9/10 23:59;37;25;14;Drink Works;Products;;;No;Yes;No;Yes;Yes;No;100;100;10;;1,2,3,4,5,6,7,8,9,10,11,12,13;No;Yes;No;Yes;Yes;Yes;Yes;Yes;No;;;Single;22/9/2010;31/12/2010;Athens;518;259,09;0,44;101;No;9;1588;0,163154888;9_16_Drink Works_Athens_Yes;0,40;15;2;No;http://www.goldendeals.gr/deals/14euros-drink-works;4;4
18/9/10 0:00;20/9/10 23:59;309;70;10;Zen Fighting Club;Gym / Exercise / Fit;;;Yes;No;Yes;No;Yes;No;4;2;10;Νεα Ερυθραία;2;No;Yes;Yes;Yes;No;No;Yes;Yes;No;;;Multiple;22/9/2010;31/3/2011;Athens;3090;1030,24;0,86;191;Yes;9;4736;0,217533463;9_18_Zen Fighting Club_Athens_No;0,80;10;4;Yes;http://www.goldendeals.gr/deals/10euros-zen-fighting-club;1;1
18/9/10 0:00;20/9/10 23:59;1851;24;4,5;Smart Cut;Beauty;Hair Salon;;No;Yes;Yes;No;Yes;No;100;100;20;Κηφισιά;2;No;Yes;Yes;Yes;No;Yes;No;Yes;No;;;Single;22/9/2010;30/4/2011;Athens;8329,5;2777,14;0,81;221;Yes;9;3867;0,71816469;9_18_Smart Cut_Athens_Yes;0,80;5;4;No;http://www.goldendeals.gr/deals/4.5euros-smart-cut;1;1
21/9/10 0:00;21/9/10 23:59;2778;70,5;28;Το Κοχύλι;Tasting;Greek;;Yes;No;Yes;No;No;No;6;6;20;Μελίσσια;2;No;Yes;Yes;Yes;Yes;Yes;Yes;No;No;;;Single;23/9/2010;20/12/2010;Athens;77784;77784,00;0,60;89;No;9;14148;5,497879559;9_21_Το Κοχύλι_Athens_No;0,60;30;2;No;http://www.goldendeals.gr/deals/28euros-to-kohuli;1;1
21/9/10 0:00;22/9/10 23:59;560;44;5;Ματζέντα;Education / Learning;;;No;Yes;No;Yes;Yes;No;100;100;10;;1,2,3,4,5,6,7,8,9,10,11,12,13;No;No;No;Yes;Yes;Yes;Yes;Yes;No;;;Single;24/9/2010;31/12/2010;Athens;2800;1400,49;0,89;99;No;9;1588;0,881918312;9_21_Ματζέντα_Athens_Yes;0,80;5;2;No;http://www.goldendeals.gr/deals/5euros-matzenta;1;1
22/9/10 0:00;22/9/10 23:59;41;50;12;Gracie Barra Greece;Gym / Exercise / Fit;;;Yes;No;Yes;No;Yes;No;2;1;10;Καλλιθέα;1;Yes;No;Yes;No;No;Yes;Yes;Yes;No;;;Multiple;24/9/2010;30/11/2010;Athens;492;492,00;0,76;68;No;9;14148;0,034775233;9_22_Gracie Barra Greece_Athens_No;0,80;10;1;Yes;http://www.goldendeals.gr/deals/12euros-gracie-barra-greece;1;1
23/9/10 0:00;23/9/10 23:59;629;88;8;Salsa Sinners Dance Company;Gym / Exercise / Fit;;;Yes;No;Yes;No;Yes;No;2;1;10;Αμπελόκηποι;1;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Multiple;25/9/2010;22/11/2010;Athens;5032;5032,00;0,91;59;No;9;14148;0,355668646;9_23_Salsa Sinners Dance Company_Athens_No;1,00;10;1;Yes;http://www.goldendeals.gr/deals/8euros-salsa-sinners;1;1
23/9/10 0:00;24/9/10 23:59;196;65;20;Silk Nails;Beauty;;;No;Yes;Yes;Yes;Yes;No;10;1;20;Κηφισιά, Ομόνοια, Κέρκυρα;1,2,13;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;;;Single;28/9/2010;30/12/2010;Athens;3920;1960,68;0,69;94;No;9;1588;1,234685637;9_23_Silk Nails_Athens_Yes;0,60;20;2;Yes;http://www.goldendeals.gr/deals/20euros-silk-nails;3;3
24/9/10 0:00;24/9/10 23:59;774;26;13;Πράσινος Λόφος;Tasting;Greek;;Yes;No;Yes;No;No;No;4;4;20;Αργυρούπολη;3;No;Yes;No;No;Yes;Yes;Yes;Yes;No;;;Single;28/9/2010;31/10/2010;Athens;10062;10062,00;0,50;34;No;9;14148;0,711195929;9_24_Πράσινος Λόφος_Athens_No;0,60;15;1;No;http://www.goldendeals.gr/deals/13euros-prasinos-lofos;3;3
25/9/10 0:00;26/9/10 23:59;2844;25;12;Allou Fun Park;Family Activities / Kid;;;Yes;No;Yes;No;Yes;No;4;4;30;Αγ. Ιωάννης Ρέντης;5;No;Yes;No;Yes;Yes;Yes;Yes;Yes;No;;;Single;28/9/2010;9/12/2010;Athens;34128;17069,93;0,52;73;Yes;9;4736;3,604292031;9_25_Allou Fun Park_Athens_No;0,60;10;1;No;http://www.goldendeals.gr/deals/12euros-allou-pass;1;1
25/9/10 0:00;27/9/10 23:59;111;59,4;29;Qenglish;Education / Learning;;;No;Yes;No;Yes;Yes;No;100;100;10;;1,2,3,4,5,6,7,8,9,10,11,12,13;Yes;No;No;Yes;Yes;Yes;Yes;Yes;No;;;Single;29/9/2010;31/12/2010;Athens;3219;1073,25;0,51;94;Yes;9;3867;0,277540325;9_25_Qenglish_Athens_Yes;0,60;30;2;No;http://www.goldendeals.gr/deals/29euros-technoplus;1;1
14/9/10 0:00;15/9/10 23:59;67;46;19;omilos;Tasting;Greek;;Yes;No;Yes;No;Yes;No;4;4;30;;12;No;Yes;Yes;Yes;Yes;Yes;Yes;No;No;;;Single;17/9/2010;10/10/2010;Thessaloniki;1273;636,72;0,59;24;No;9;582;1,094022481;9_14_omilos_Thessaloniki_No;0,60;20;1;No;http://www.goldendeals.gr/deals/19euros-omilos;1;1
16/9/10 0:00;17/9/10 23:59;120;50;15;Centre De Beaute;Beauty;;;Yes;No;Yes;No;Yes;No;2;1;10;;12;No;No;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Single;21/9/2010;30/11/2010;Thessaloniki;1800;900,31;0,70;71;No;9;582;1,546928881;9_16_Centre De Beaute_Thessaloniki_No;0,80;15;1;Yes;http://www.goldendeals.gr/deals/15euros-centre-de-beaute;3;3
18/9/10 0:00;20/9/10 23:59;2;6;3;Το ρόδι;Family Activities / Kid;;;Yes;No;Yes;No;No;No;100;100;10;;12;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Single;22/9/2010;22/11/2010;Thessaloniki;0;0,00;0,50;62;Yes;9;416;0;9_18_Το ρόδι_Thessaloniki_No;0,60;5;1;No;http://www.goldendeals.gr/deals/3euros-to-rodi;1;1
21/9/10 0:00;22/9/10 23:59;139;50;10;Ansura;Gym / Exercise / Fit;;;Yes;No;Yes;Yes;Yes;No;1;1;20;;12;No;No;Yes;Yes;Yes;Yes;Yes;Yes;No;;;Multiple;24/9/2010;30/1/2011;Thessaloniki;1390;695,24;0,80;129;No;9;582;1,194572858;9_21_Ansura_Thessaloniki_No;0,80;10;3;No;http://www.goldendeals.gr/deals/10euros-ansura;1;1
23/9/10 0:00;24/9/10 23:59;154;45;13;Beauty Studio;Beauty;;;Yes;No;Yes;Yes;Yes;No;2;2;10;;12;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;;;Single;28/9/2010;30/11/2010;Thessaloniki;2002;1001,35;0,71;64;No;9;582;1,720528677;9_23_Beauty Studio_Thessaloniki_No;0,80;15;1;No;http://www.goldendeals.gr/deals/13euros-beauty-studio;3;3
